id,symbol,name,priceUsd,marketCapUsd,volumeUsd24Hr,last_updated
steth,STETH,Lido Staked ETH,2122.3,18854300970.966667,6446729.28711522,2026-05-24 02:45:49
dogecoin,DOGE,Dogecoin,0.1030299999999999,17522927511.23144,778632028.6963203,2026-05-24 02:45:49
bitcoin,BTC,Bitcoin,77120.0,1545020152000.0,18752637760.315567,2026-05-25 02:54:38
ethereum,ETH,Ethereum,2098.160379,253217618284.8802,7418876552.778049,2026-05-25 02:54:38
tether,USDT,Tether USDt,0.9991,189462475965.15536,189930984.82273373,2026-05-25 02:54:38
binance-coin,BNB,BNB,657.2235625,88583834718.26338,519941827.752673,2026-05-25 02:54:38
xrp,XRP,XRP,1.348262,83401223918.4262,940022255.7207991,2026-05-25 02:54:38
usd-coin,USDC,USDC,1.0009,76491070399.60115,2116566810.1334088,2026-05-25 02:54:38
solana,SOL,Solana,85.16017356,49230977158.047325,2053576002.6517928,2026-05-25 02:54:38
tron,TRX,TRON,0.3650722,34612009766.599724,437230775.12152106,2026-05-25 02:54:38
steth,STETH,Lido Staked ETH,2099.41,18621032829.39469,3881030.482462239,2026-05-25 02:54:38
dogecoin,DOGE,Dogecoin,0.1022099999999999,15778922883.278507,422435502.5344858,2026-05-25 02:54:38
bitcoin,BTC,Bitcoin,76660.255,1535849878797.5,16971852522.837095,2026-05-26 02:42:19
ethereum,ETH,Ethereum,2089.51,252173597454.42133,7179374628.108024,2026-05-26 02:42:19
tether,USDT,Tether USDt,0.99939,189518154107.0136,344931573.8273655,2026-05-26 02:42:19
binance-coin,BNB,BNB,658.9,88809733546.87502,677872633.0716021,2026-05-26 02:42:19
xrp,XRP,XRP,1.338514482,82798258818.64076,1044701800.8837112,2026-05-26 02:42:19
usd-coin,USDC,USDC,1.00061,76495066064.70065,3364333943.270994,2026-05-26 02:42:19
solana,SOL,Solana,84.0763990472211,48614413349.34854,1707806963.5694942,2026-05-26 02:42:19
tron,TRX,TRON,0.3746210762999999,35517646996.34769,669160815.8859404,2026-05-26 02:42:19
steth,STETH,Lido Staked ETH,2090.42,18534606439.338196,2404096.8462268994,2026-05-26 02:42:19
dogecoin,DOGE,Dogecoin,0.1008,17146363563.15917,385678574.3619844,2026-05-26 02:42:19
bitcoin,BTC,Bitcoin,75721.86,1517084133338.16,29832405788.29751,2026-05-27 02:53:09
ethereum,ETH,Ethereum,2070.57,249887752605.88275,10463711025.877407,2026-05-27 02:53:09
tether,USDT,Tether USDt,0.9988119500376164,189357449399.60867,804590455.5855522,2026-05-27 02:53:09
binance-coin,BNB,BNB,655.51,88352782877.9841,599528523.3524331,2026-05-27 02:53:09
xrp,XRP,XRP,1.3285,82178779773.9825,1241381726.3945174,2026-05-27 02:53:09
usd-coin,USDC,USDC,1.0011,76609195730.57854,6688262241.734706,2026-05-27 02:53:09
solana,SOL,Solana,83.699154,48396925266.31926,2259523656.1680756,2026-05-27 02:53:09
tron,TRX,TRON,0.3745,35506492793.16453,637139289.1844958,2026-05-27 02:53:09
steth,STETH,Lido Staked ETH,2070.48,18362632415.588406,5574965.787812816,2026-05-27 02:53:09
dogecoin,DOGE,Dogecoin,0.10118,17212440399.947273,533953108.5258472,2026-05-27 02:53:09
